ATP,B365L,B365W,Best of,CBL,CBW,Comment,Court,Date,EXL,EXW,IWL,IWW,L1,L2,L3,L4,L5,LPts,LRank,Location,Loser,Lsets,PSL,PSW,Round,Series,Surface,Tournament,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,W1,W2,W3,W4,W5,WPts,WRank,Winner,Wsets
40.0,4.0,1.22,3.0,4.65,1.2,Completed,Outdoor,7/23/05,4.25,1.2,3.2,1.25,2.0,1,,,,345.0,128.0,Amersfoort,Sanchez D.,0.0,5.2,1.217,Semifinals,International,Clay,Priority Telecom Dutch Open,,,,,,6.0,6,,,,1295.0,21.0,Gonzalez F.,2.0
40.0,2.1,1.66,3.0,2.1,1.73,Completed,Outdoor,7/23/05,2.15,1.65,1.9,1.7,4.0,4,,,,444.0,91.0,Amersfoort,Minar I.,0.0,2.29,1.719,Semifinals,International,Clay,Priority Telecom Dutch Open,,,,,,6.0,6,,,,437.0,94.0,Calleri A.,2.0
40.0,3.75,1.25,3.0,3.95,1.25,Completed,Outdoor,7/24/05,3.46,1.28,3.2,1.25,5.0,3,,,,437.0,94.0,Amersfoort,Calleri A.,0.0,3.95,1.308,The Final,International,Clay,Priority Telecom Dutch Open,,,,,,7.0,6,,,,1295.0,21.0,Gonzalez F.,2.0
41.0,2.87,1.36,3.0,3.0,1.37,Completed,Outdoor,7/18/05,3.1,1.35,2.5,1.4,3.0,3,,,,393.0,106.0,Indianapolis,Lisnard J.,0.0,3.41,1.376,1st Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,373.0,116.0,Moodie W.,2.0
41.0,2.1,1.66,3.0,,,Completed,Outdoor,7/18/05,2.12,1.67,,,3.0,4,,,,302.0,139.0,Indianapolis,Lu Y.,0.0,2.41,1.662,1st Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,367.0,119.0,Tursunov D.,2.0
41.0,2.37,1.53,3.0,2.25,1.62,Completed,Outdoor,7/18/05,2.15,1.65,2.1,1.55,5.0,1,,,,116.0,299.0,Indianapolis,Popp A.,0.0,2.44,1.649,1st Round,International,Hard,RCA Championships,,,,,,7.0,6,,,,350.0,124.0,Dupuis A.,2.0
41.0,4.0,1.19,3.0,4.65,1.18,Completed,Outdoor,7/18/05,4.25,1.2,3.2,1.25,1.0,4,,,,330.0,130.0,Indianapolis,Ryderstedt M.,0.0,4.43,1.261,1st Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,415.0,98.0,Ginepri R.,2.0
41.0,1.33,3.0,3.0,1.33,3.2,Completed,Outdoor,7/19/05,1.26,3.59,1.25,3.2,5.0,7,5,,,390.0,107.0,Indianapolis,Blake J.,1.0,1.34,3.74,1st Round,International,Hard,RCA Championships,,,,,,7.0,6,7,,,348.0,125.0,Carraz G.,2.0
41.0,2.75,1.39,3.0,2.8,1.42,Completed,Outdoor,7/19/05,,,2.35,1.45,6.0,3,,,,11.0,864.0,Indianapolis,Washington M.,0.0,3.48,1.373,1st Round,International,Hard,RCA Championships,,,,,,7.0,6,,,,374.0,114.0,Lapentti G.,2.0
41.0,2.25,1.57,3.0,2.3,1.6,Completed,Outdoor,7/19/05,2.1,1.7,2.0,1.6,4.0,1,,,,329.0,131.0,Indianapolis,Dlouhy L.,0.0,2.43,1.654,1st Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,403.0,103.0,Bjorkman J.,2.0
41.0,1.39,2.75,3.0,1.5,2.55,Completed,Outdoor,7/19/05,1.55,2.35,1.45,2.35,4.0,4,,,,300.0,141.0,Indianapolis,Morrison J.,0.0,1.503,2.81,1st Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,331.0,129.0,Bastl G.,2.0
41.0,3.5,1.25,3.0,3.2,1.33,Completed,Outdoor,7/19/05,3.35,1.3,2.7,1.35,6.0,2,,,,30.0,621.0,Indianapolis,Young D.,0.0,3.48,1.373,1st Round,International,Hard,RCA Championships,,,,,,7.0,6,,,,276.0,150.0,Gambill J.M.,2.0
41.0,1.66,2.1,3.0,1.67,2.15,Completed,Outdoor,7/19/05,1.75,2.05,1.7,1.9,4.0,7,3,,,290.0,146.0,Indianapolis,Delic A.,1.0,1.794,2.16,1st Round,International,Hard,RCA Championships,,,,,,6.0,6,6,,,381.0,111.0,Phau B.,2.0
41.0,2.87,1.36,3.0,3.2,1.33,Completed,Outdoor,7/19/05,3.1,1.35,2.9,1.3,3.0,3,,,,63.0,432.0,Indianapolis,Evans B.,0.0,3.65,1.351,1st Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,294.0,144.0,Okun N.,2.0
41.0,2.25,1.57,3.0,2.2,1.65,Completed,Outdoor,7/19/05,,,2.0,1.6,0.0,4,,,,123.0,288.0,Indianapolis,Falla A.,0.0,2.49,1.629,1st Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,504.0,78.0,Goldstein P.,2.0
41.0,,,3.0,1.7,2.1,Completed,Outdoor,7/19/05,1.65,2.15,1.7,1.9,5.0,6,,,,195.0,202.0,Indianapolis,Schalken S.,0.0,1.84,2.09,1st Round,International,Hard,RCA Championships,,,,,,7.0,7,,,,163.0,234.0,Ram R.,2.0
41.0,1.53,2.37,3.0,1.6,2.3,Completed,Outdoor,7/19/05,1.55,2.35,1.55,2.1,4.0,7,3,,,525.0,73.0,Indianapolis,Karlovic I.,1.0,1.613,2.53,1st Round,International,Hard,RCA Championships,,,,,,6.0,6,6,,,541.0,69.0,Kim K.,2.0
41.0,3.25,1.28,3.0,3.55,1.28,Completed,Outdoor,7/20/05,3.1,1.35,3.2,1.25,6.0,3,4,,,143.0,255.0,Indianapolis,de Chaunac S.,1.0,3.82,1.321,1st Round,International,Hard,RCA Championships,,,,,,1.0,6,6,,,530.0,72.0,Baghdatis M.,2.0
41.0,3.0,1.33,3.0,3.55,1.28,Completed,Outdoor,7/20/05,2.85,1.4,2.9,1.3,4.0,2,,,,373.0,115.0,Indianapolis,Saretta F.,0.0,3.39,1.386,1st Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,255.0,164.0,Murray A.,2.0
41.0,7.0,1.08,3.0,7.25,1.08,Completed,Outdoor,7/20/05,,,,,6.0,7,6,,,367.0,119.0,Indianapolis,Tursunov D.,1.0,10.0,1.091,2nd Round,International,Hard,RCA Championships,,,,,,7.0,6,7,,,3590.0,4.0,Roddick A.,2.0
41.0,2.75,1.39,3.0,2.6,1.48,Completed,Outdoor,7/20/05,,,,,7.0,6,6,,,373.0,116.0,Indianapolis,Moodie W.,1.0,2.45,1.629,2nd Round,International,Hard,RCA Championships,,,,,,6.0,7,7,,,838.0,40.0,Rusedski G.,2.0
41.0,1.57,2.25,3.0,1.6,2.3,Completed,Outdoor,7/20/05,,,,,4.0,3,,,,810.0,42.0,Indianapolis,Spadea V.,0.0,1.575,2.64,2nd Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,415.0,98.0,Ginepri R.,2.0
41.0,2.37,1.53,3.0,2.25,1.62,Completed,Outdoor,7/20/05,2.3,1.6,2.5,1.4,3.0,6,,,,348.0,125.0,Indianapolis,Carraz G.,0.0,2.26,1.735,2nd Round,International,Hard,RCA Championships,,,,,,6.0,7,,,,800.0,43.0,Srichaphan P.,2.0
41.0,1.33,3.25,3.0,1.33,3.2,Completed,Outdoor,7/20/05,1.3,3.35,1.3,2.9,6.0,3,3,,,1095.0,33.0,Indianapolis,Mirnyi M.,1.0,1.402,3.29,2nd Round,International,Hard,RCA Championships,,,,,,0.0,6,6,,,504.0,78.0,Goldstein P.,2.0
41.0,1.72,2.0,3.0,1.93,1.83,Completed,Outdoor,7/20/05,1.8,1.95,1.8,1.8,6.0,4,,,,603.0,62.0,Indianapolis,Lee H.T.,0.0,1.99,1.917,2nd Round,International,Hard,RCA Championships,,,,,,7.0,6,,,,541.0,69.0,Kim K.,2.0
41.0,1.57,2.25,3.0,1.77,2.0,Completed,Outdoor,7/20/05,1.7,2.1,1.55,2.1,4.0,7,2,,,623.0,59.0,Indianapolis,Saulnier C.,1.0,1.735,2.26,2nd Round,International,Hard,RCA Championships,,,,,,6.0,5,6,,,374.0,114.0,Lapentti G.,2.0
41.0,1.28,3.5,3.0,1.33,3.2,Completed,Outdoor,7/20/05,1.35,3.1,1.3,2.9,6.0,3,,,,605.0,61.0,Indianapolis,Hernych J.,0.0,1.388,3.38,2nd Round,International,Hard,RCA Championships,,,,,,7.0,6,,,,381.0,111.0,Phau B.,2.0
41.0,1.16,4.5,3.0,1.18,4.65,Completed,Outdoor,7/20/05,1.2,4.25,1.25,3.2,4.0,7,4,,,1206.0,24.0,Indianapolis,Hrbaty D.,1.0,1.219,5.11,2nd Round,International,Hard,RCA Championships,,,,,,6.0,6,6,,,331.0,129.0,Bastl G.,2.0
41.0,1.83,1.83,3.0,1.88,1.88,Completed,Outdoor,7/20/05,,,2.0,1.6,4.0,6,4,,,255.0,164.0,Indianapolis,Murray A.,1.0,1.917,1.99,2nd Round,International,Hard,RCA Championships,,,,,,6.0,4,6,,,555.0,68.0,Fish M.,2.0
41.0,3.5,1.28,3.0,3.55,1.28,Completed,Outdoor,7/20/05,3.89,1.23,2.7,1.35,5.0,4,,,,350.0,124.0,Indianapolis,Dupuis A.,0.0,3.95,1.308,2nd Round,International,Hard,RCA Championships,,,,,,7.0,6,,,,1185.0,26.0,Kiefer N.,2.0
41.0,1.22,4.0,3.0,1.3,3.4,Completed,Outdoor,7/20/05,1.25,3.75,1.25,3.2,2.0,4,,,,603.0,63.0,Indianapolis,Malisse X.,0.0,1.341,3.63,2nd Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,294.0,144.0,Okun N.,2.0
41.0,1.66,2.1,3.0,1.62,2.25,Completed,Outdoor,7/20/05,1.65,2.15,1.8,1.8,5.0,6,4,,,530.0,72.0,Indianapolis,Baghdatis M.,1.0,1.625,2.5,2nd Round,International,Hard,RCA Championships,,,,,,7.0,2,6,,,655.0,55.0,Carlsen K.,2.0
41.0,2.25,1.57,3.0,2.3,1.6,Completed,Outdoor,7/21/05,2.15,1.65,2.0,1.6,4.0,5,,,,403.0,103.0,Indianapolis,Bjorkman J.,0.0,2.29,1.719,2nd Round,International,Hard,RCA Championships,,,,,,6.0,7,,,,742.0,45.0,Beck K.,2.0
41.0,3.75,1.25,3.0,4.4,1.2,Completed,Outdoor,7/21/05,4.25,1.2,3.6,1.2,3.0,4,,,,276.0,150.0,Indianapolis,Gambill J.M.,0.0,4.47,1.265,2nd Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,1170.0,30.0,Dent T.,2.0
41.0,3.25,1.33,3.0,2.7,1.45,Completed,Outdoor,7/21/05,,,2.5,1.4,5.0,6,,,,127.0,281.0,Indianapolis,Cakl T.,0.0,2.7,1.526,2nd Round,International,Hard,RCA Championships,,,,,,7.0,7,,,,163.0,234.0,Ram R.,2.0
41.0,2.1,1.66,3.0,2.2,1.65,Completed,Outdoor,7/21/05,2.35,1.55,1.95,1.65,0.0,4,,,,800.0,43.0,Indianapolis,Srichaphan P.,0.0,2.3,1.714,3rd Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,415.0,98.0,Ginepri R.,2.0
41.0,2.25,1.57,3.0,2.15,1.67,Completed,Outdoor,7/21/05,2.15,1.65,2.0,1.6,3.0,2,,,,374.0,114.0,Indianapolis,Lapentti G.,0.0,2.44,1.649,3rd Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,504.0,78.0,Goldstein P.,2.0
41.0,3.25,1.33,3.0,3.0,1.37,Completed,Outdoor,7/21/05,3.35,1.3,2.9,1.3,1.0,3,,,,541.0,69.0,Indianapolis,Kim K.,0.0,3.72,1.331,3rd Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,1185.0,26.0,Kiefer N.,2.0
41.0,1.33,3.25,3.0,1.37,3.0,Retired,Outdoor,7/21/05,1.3,3.35,1.35,2.7,2.0,,,,,555.0,68.0,Indianapolis,Fish M.,0.0,1.417,3.2,3rd Round,International,Hard,RCA Championships,,,,,,1.0,,,,,331.0,129.0,Bastl G.,0.0
41.0,3.75,1.25,3.0,3.0,1.37,Completed,Outdoor,7/21/05,3.1,1.35,2.5,1.4,2.0,4,,,,163.0,234.0,Indianapolis,Ram R.,0.0,3.01,1.452,3rd Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,742.0,45.0,Beck K.,2.0
41.0,5.0,1.14,3.0,5.0,1.16,Completed,Outdoor,7/21/05,5.2,1.15,4.0,1.15,2.0,2,,,,381.0,111.0,Indianapolis,Phau B.,0.0,5.9,1.183,3rd Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,1170.0,30.0,Dent T.,2.0
41.0,2.5,1.5,3.0,2.7,1.45,Completed,Outdoor,7/22/05,2.6,1.45,2.9,1.3,6.0,2,,,,655.0,55.0,Indianapolis,Carlsen K.,0.0,2.86,1.485,3rd Round,International,Hard,RCA Championships,,,,,,7.0,6,,,,838.0,40.0,Rusedski G.,2.0
41.0,10.0,1.03,3.0,11.0,1.03,Completed,Outdoor,7/22/05,9.25,1.04,6.0,1.05,3.0,3,,,,294.0,144.0,Indianapolis,Okun N.,0.0,23.75,1.037,3rd Round,International,Hard,RCA Championships,,,,,,6.0,6,,,,3590.0,4.0,Roddick A.,2.0
41.0,3.75,1.25,3.0,3.55,1.28,Completed,Outdoor,7/22/05,3.35,1.3,2.9,1.3,4.0,5,,,,331.0,129.0,Indianapolis,Bastl G.,0.0,3.83,1.319,Quarterfinals,International,Hard,RCA Championships,,,,,,6.0,7,,,,742.0,45.0,Beck K.,2.0
41.0,4.0,1.22,3.0,3.75,1.25,Completed,Outdoor,7/22/05,4.06,1.21,3.6,1.2,3.0,2,,,,504.0,78.0,Indianapolis,Goldstein P.,0.0,3.67,1.337,Quarterfinals,International,Hard,RCA Championships,,,,,,6.0,6,,,,1170.0,30.0,Dent T.,2.0
41.0,1.08,7.0,3.0,1.08,7.25,Completed,Outdoor,7/22/05,1.13,5.5,1.1,5.0,6.0,6,5,,,3590.0,4.0,Indianapolis,Roddick A.,1.0,1.103,9.25,Quarterfinals,International,Hard,RCA Championships,,,,,,4.0,7,7,,,415.0,98.0,Ginepri R.,2.0
41.0,1.53,2.37,3.0,1.5,2.5,Completed,Outdoor,7/23/05,1.5,2.45,1.55,2.1,6.0,6,4,,,1185.0,26.0,Indianapolis,Kiefer N.,1.0,1.541,2.75,Quarterfinals,International,Hard,RCA Championships,,,,,,3.0,7,6,,,838.0,40.0,Rusedski G.,2.0
41.0,2.1,1.66,3.0,2.15,1.7,Completed,Outdoor,7/23/05,2.1,1.7,1.95,1.65,7.0,2,3,,,742.0,45.0,Indianapolis,Beck K.,1.0,2.35,1.69,Semifinals,International,Hard,RCA Championships,,,,,,5.0,6,6,,,415.0,98.0,Ginepri R.,2.0
41.0,2.0,1.72,3.0,2.0,1.8,Completed,Outdoor,7/23/05,2.0,1.75,1.9,1.7,4.0,4,,,,838.0,40.0,Indianapolis,Rusedski G.,0.0,2.21,1.763,Semifinals,International,Hard,RCA Championships,,,,,,6.0,6,,,,1170.0,30.0,Dent T.,2.0
41.0,1.57,2.25,3.0,1.55,2.45,Retired,Outdoor,7/24/05,1.58,2.28,1.5,2.2,6.0,0,0,,,1170.0,30.0,Indianapolis,Dent T.,1.0,1.613,2.53,The Final,International,Hard,RCA Championships,,,,,,4.0,6,3,,,415.0,98.0,Ginepri R.,1.0
42.0,,,3.0,2.2,1.65,Completed,Outdoor,7/18/05,2.53,1.48,2.2,1.5,6.0,3,3,,,310.0,136.0,Stuttgart,Brzezicki J.P.,1.0,2.51,1.621,1st Round,International Gold,Clay,Mercedes Cup,,,,,,3.0,6,6,,,586.0,64.0,Kohlschreiber P.,2.0
42.0,,,3.0,,,Completed,Outdoor,7/18/05,1.87,1.87,1.9,1.7,4.0,3,,,,458.0,87.0,Stuttgart,Koubek S.,0.0,1.87,2.05,1st Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,,,,290.0,147.0,Ramirez-Hidalgo R.,2.0
42.0,,,3.0,,,Completed,Outdoor,7/18/05,10.5,1.03,6.0,1.05,2.0,3,,,,1.0,1473.0,Stuttgart,Thron A.,0.0,19.5,1.04,1st Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,,,,440.0,93.0,Zabaleta M.,2.0
42.0,1.36,2.87,3.0,1.35,3.1,Completed,Outdoor,7/18/05,1.4,2.85,1.3,2.9,7.0,1,1,,,469.0,84.0,Stuttgart,Montanes A.,1.0,1.408,3.25,1st Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,6,,,329.0,132.0,Simon G.,2.0
42.0,2.2,1.61,3.0,2.25,1.62,Completed,Outdoor,7/18/05,2.12,1.67,2.0,1.6,6.0,3,,,,469.0,83.0,Stuttgart,Mayer F.,0.0,2.39,1.671,1st Round,International Gold,Clay,Mercedes Cup,,,,,,7.0,6,,,,506.0,77.0,Seppi A.,2.0
42.0,1.19,4.0,3.0,1.25,3.85,Completed,Outdoor,7/18/05,1.3,3.35,1.15,4.0,4.0,3,,,,397.0,105.0,Stuttgart,di Mauro A.,0.0,1.299,4.05,1st Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,,,,85.0,357.0,Beck A.,2.0
42.0,4.5,1.16,3.0,5.0,1.16,Completed,Outdoor,7/18/05,4.67,1.17,4.0,1.15,1.0,4,,,,249.0,168.0,Stuttgart,Summerer T.,0.0,5.1,1.222,1st Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,,,,556.0,67.0,Monaco J.,2.0
42.0,2.37,1.53,3.0,2.2,1.65,Completed,Outdoor,7/19/05,2.1,1.7,2.0,1.6,5.0,2,,,,386.0,108.0,Stuttgart,Haehnel J.,0.0,2.31,1.709,1st Round,International Gold,Clay,Mercedes Cup,,,,,,7.0,6,,,,357.0,121.0,Waske A.,2.0
42.0,3.25,1.28,3.0,3.55,1.28,Completed,Outdoor,7/19/05,3.1,1.35,3.2,1.25,4.0,4,,,,122.0,292.0,Stuttgart,Blanco G.,0.0,3.52,1.368,1st Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,,,,410.0,100.0,Costa A.,2.0
42.0,2.75,1.39,3.0,2.85,1.4,Completed,Outdoor,7/19/05,2.67,1.44,3.2,1.25,6.0,6,2,,,302.0,140.0,Stuttgart,Greul S.,1.0,3.16,1.424,1st Round,International Gold,Clay,Mercedes Cup,,,,,,4.0,7,6,,,647.0,57.0,Zib T.,2.0
42.0,2.5,1.5,3.0,2.4,1.55,Completed,Outdoor,7/19/05,2.15,1.65,2.35,1.45,6.0,0,,,,472.0,82.0,Stuttgart,Almagro N.,0.0,2.53,1.613,1st Round,International Gold,Clay,Mercedes Cup,,,,,,7.0,6,,,,640.0,58.0,Verdasco F.,2.0
42.0,1.9,1.8,3.0,1.93,1.83,Completed,Outdoor,7/19/05,1.87,1.87,1.9,1.7,2.0,2,,,,304.0,138.0,Stuttgart,Berlocq C.,0.0,1.971,1.935,1st Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,,,,483.0,79.0,Sabau R.,2.0
42.0,4.5,1.16,3.0,4.65,1.18,Completed,Outdoor,7/19/05,3.75,1.25,4.0,1.15,7.0,0,1,,,464.0,85.0,Stuttgart,Burgsmuller L.,1.0,4.87,1.231,1st Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,6,,,557.0,66.0,Nieminen J.,2.0
42.0,2.2,1.61,3.0,2.2,1.65,Completed,Outdoor,7/19/05,2.35,1.55,2.2,1.5,2.0,3,,,,585.0,65.0,Stuttgart,Monfils G.,0.0,2.21,1.763,1st Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,,,,435.0,95.0,Starace P.,2.0
42.0,2.1,1.66,3.0,2.1,1.7,Completed,Outdoor,7/19/05,2.05,1.75,2.2,1.5,6.0,4,,,,353.0,122.0,Stuttgart,Vicente F.,0.0,2.07,1.855,1st Round,International Gold,Clay,Mercedes Cup,,,,,,7.0,6,,,,450.0,89.0,Schuettler R.,2.0
42.0,1.39,2.75,3.0,1.45,2.7,Completed,Outdoor,7/19/05,1.5,2.45,1.3,2.9,4.0,1,,,,185.0,208.0,Stuttgart,Kuerten G.,0.0,1.529,2.76,1st Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,,,,250.0,167.0,Armando H.,2.0
42.0,2.5,1.5,3.0,2.4,1.55,Completed,Outdoor,7/19/05,2.3,1.6,2.0,1.6,6.0,2,3,,,1011.0,36.0,Stuttgart,Rochus O.,1.0,2.57,1.599,2nd Round,International Gold,Clay,Mercedes Cup,,,,,,4.0,6,6,,,440.0,93.0,Zabaleta M.,2.0
42.0,1.22,4.0,3.0,1.28,3.55,Completed,Outdoor,7/19/05,1.2,4.25,1.2,3.6,3.0,6,4,,,1041.0,34.0,Stuttgart,Volandri F.,1.0,1.277,4.31,2nd Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,2,6,,,329.0,132.0,Simon G.,2.0
42.0,1.36,3.0,3.0,1.33,3.2,Completed,Outdoor,7/20/05,1.35,3.1,,,5.0,4,,,,781.0,44.0,Stuttgart,Acasuso J.,0.0,1.345,3.65,2nd Round,International Gold,Clay,Mercedes Cup,,,,,,7.0,6,,,,357.0,121.0,Waske A.,2.0
42.0,2.25,1.57,3.0,2.2,1.65,Completed,Outdoor,7/20/05,2.1,1.7,,,4.0,7,4,,,965.0,37.0,Stuttgart,Melzer J.,1.0,2.27,1.73,2nd Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,6,,,557.0,66.0,Nieminen J.,2.0
42.0,2.62,1.44,3.0,2.35,1.57,Completed,Outdoor,7/20/05,2.35,1.55,,,6.0,4,0,,,483.0,79.0,Stuttgart,Sabau R.,1.0,2.52,1.617,2nd Round,International Gold,Clay,Mercedes Cup,,,,,,4.0,6,6,,,1215.0,23.0,Novak J.,2.0
42.0,1.72,2.0,3.0,1.7,2.1,Completed,Outdoor,7/20/05,1.55,2.35,1.7,1.9,4.0,4,,,,662.0,52.0,Stuttgart,Martin A.,0.0,1.741,2.25,2nd Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,,,,506.0,77.0,Seppi A.,2.0
42.0,5.5,1.12,3.0,5.0,1.16,Completed,Outdoor,7/20/05,6.75,1.1,4.0,1.15,4.0,1,,,,290.0,147.0,Stuttgart,Ramirez-Hidalgo R.,0.0,6.83,1.152,2nd Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,,,,2045.0,7.0,Davydenko N.,2.0
42.0,4.0,1.22,3.0,3.85,1.25,Completed,Outdoor,7/20/05,3.35,1.3,2.7,1.35,6.0,6,3,,,586.0,64.0,Stuttgart,Kohlschreiber P.,1.0,4.15,1.286,2nd Round,International Gold,Clay,Mercedes Cup,,,,,,7.0,1,6,,,906.0,38.0,Berdych T.,2.0
42.0,3.5,1.28,3.0,3.4,1.3,Completed,Outdoor,7/20/05,3.1,1.35,2.9,1.3,7.0,3,2,,,435.0,95.0,Stuttgart,Starace P.,1.0,3.81,1.322,2nd Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,6,,,1485.0,16.0,Robredo T.,2.0
42.0,1.53,2.37,3.0,1.57,2.35,Completed,Outdoor,7/20/05,1.64,2.17,1.45,2.35,7.0,3,1,,,825.0,41.0,Stuttgart,Pavel A.,1.0,1.645,2.45,2nd Round,International Gold,Clay,Mercedes Cup,,,,,,5.0,6,6,,,647.0,57.0,Zib T.,2.0
42.0,1.53,2.37,3.0,1.55,2.4,Completed,Outdoor,7/20/05,1.55,2.35,1.5,2.2,5.0,3,,,,1200.0,25.0,Stuttgart,Youzhny M.,0.0,1.529,2.74,2nd Round,International Gold,Clay,Mercedes Cup,,,,,,7.0,6,,,,450.0,89.0,Schuettler R.,2.0
42.0,1.9,1.8,3.0,2.1,1.7,Completed,Outdoor,7/20/05,2.0,1.75,1.8,1.8,4.0,7,6,,,724.0,48.0,Stuttgart,Andreev I.,1.0,2.24,1.746,2nd Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,5,7,,,640.0,58.0,Verdasco F.,2.0
42.0,1.39,2.75,3.0,1.48,2.6,Completed,Outdoor,7/20/05,1.5,2.45,1.35,2.7,4.0,2,,,,1340.0,20.0,Stuttgart,Ferrer D.,0.0,1.562,2.64,2nd Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,,,,556.0,67.0,Monaco J.,2.0
42.0,13.0,1.01,3.0,14.0,1.01,Completed,Outdoor,7/20/05,9.25,1.04,8.0,1.02,1.0,2,,,,250.0,167.0,Stuttgart,Armando H.,0.0,34.0,1.022,2nd Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,,,,3750.0,3.0,Nadal R.,2.0
42.0,1.8,1.9,3.0,1.88,1.88,Completed,Outdoor,7/20/05,1.8,1.95,1.85,1.75,3.0,4,,,,410.0,100.0,Stuttgart,Costa A.,0.0,1.952,1.952,2nd Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,,,,654.0,56.0,Mathieu P.H.,2.0
42.0,10.0,1.03,3.0,10.0,1.04,Completed,Outdoor,7/20/05,9.25,1.04,6.0,1.05,3.0,3,,,,85.0,357.0,Stuttgart,Beck A.,0.0,13.0,1.067,2nd Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,,,,1590.0,13.0,Gaudio G.,2.0
42.0,2.0,1.72,3.0,2.0,1.77,Completed,Outdoor,7/21/05,1.95,1.8,,,6.0,2,6,,,1215.0,23.0,Stuttgart,Novak J.,1.0,2.26,1.735,3rd Round,International Gold,Clay,Mercedes Cup,,,,,,2.0,6,7,,,557.0,66.0,Nieminen J.,2.0
42.0,1.33,3.25,3.0,1.37,3.0,Completed,Outdoor,7/21/05,1.4,2.85,1.3,2.9,5.0,6,1,,,1485.0,16.0,Stuttgart,Robredo T.,1.0,1.418,3.19,3rd Round,International Gold,Clay,Mercedes Cup,,,,,,7.0,2,6,,,506.0,77.0,Seppi A.,2.0
42.0,3.5,1.28,3.0,3.4,1.3,Completed,Outdoor,7/21/05,3.46,1.28,2.9,1.3,6.0,1,,,,329.0,132.0,Stuttgart,Simon G.,0.0,3.44,1.379,3rd Round,International Gold,Clay,Mercedes Cup,,,,,,7.0,6,,,,440.0,93.0,Zabaleta M.,2.0
42.0,6.5,1.1,3.0,6.0,1.12,Completed,Outdoor,7/21/05,5.5,1.13,4.0,1.15,6.0,3,,,,357.0,121.0,Stuttgart,Waske A.,0.0,8.25,1.123,3rd Round,International Gold,Clay,Mercedes Cup,,,,,,7.0,6,,,,2045.0,7.0,Davydenko N.,2.0
42.0,4.5,1.16,3.0,5.65,1.13,Completed,Outdoor,7/21/05,4.67,1.17,4.0,1.15,2.0,7,0,,,654.0,56.0,Stuttgart,Mathieu P.H.,1.0,6.15,1.174,3rd Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,6,,,1590.0,13.0,Gaudio G.,2.0
42.0,2.37,1.53,3.0,2.4,1.55,Completed,Outdoor,7/21/05,2.3,1.6,2.0,1.6,6.0,1,,,,450.0,89.0,Stuttgart,Schuettler R.,0.0,2.69,1.552,3rd Round,International Gold,Clay,Mercedes Cup,,,,,,7.0,6,,,,906.0,38.0,Berdych T.,2.0
42.0,1.4,2.75,3.0,1.4,2.85,Completed,Outdoor,7/21/05,1.44,2.67,1.45,2.35,4.0,6,,,,556.0,67.0,Stuttgart,Monaco J.,0.0,1.424,3.16,3rd Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,7,,,,647.0,57.0,Zib T.,2.0
42.0,9.0,1.04,3.0,9.0,1.05,Completed,Outdoor,7/21/05,8.5,1.05,6.0,1.05,3.0,2,,,,640.0,58.0,Stuttgart,Verdasco F.,0.0,15.56,1.054,3rd Round,International Gold,Clay,Mercedes Cup,,,,,,6.0,6,,,,3750.0,3.0,Nadal R.,2.0
