ATP,B365L,B365W,Best of,CBL,CBW,Comment,Court,Date,EXL,EXW,IWL,IWW,L1,L2,L3,L4,L5,LPts,LRank,Location,Loser,Lsets,PSL,PSW,Round,Series,Surface,Tournament,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,W1,W2,W3,W4,W5,WPts,WRank,Winner,Wsets
13.0,2.75,1.39,3.0,2.5,1.5,Completed,Outdoor,2/17/05,2.6,1.45,2.2,1.45,6.0,3,0,,,,159.0,Costa Do Sauipe,Sa A.,1.0,2.52,1.581,2nd Round,International,Clay,Brasil Open,,,,,,3.0,6,6,,,,155.0,Luczak P.,2.0
13.0,2.2,1.61,3.0,2.25,1.62,Retired,Outdoor,2/17/05,2.35,1.55,2.1,1.5,3.0,0,,,,,227.0,Costa Do Sauipe,Vassallo-Arguello M.,0.0,2.61,1.552,2nd Round,International,Clay,Brasil Open,,,,,,6.0,1,,,,,56.0,Mello R.,1.0
13.0,1.5,2.5,3.0,1.55,2.4,Completed,Outdoor,2/17/05,1.5,2.45,1.45,2.2,6.0,4,,,,,51.0,Costa Do Sauipe,Zabaleta M.,0.0,1.526,2.7,Quarterfinals,International,Clay,Brasil Open,,,,,,7.0,6,,,,,61.0,Martin A.,2.0
13.0,,,3.0,,,Completed,Outdoor,2/17/05,,,2.1,1.5,5.0,1,,,,,84.0,Costa Do Sauipe,Ventura S.,0.0,,,Quarterfinals,International,Clay,Brasil Open,,,,,,7.0,6,,,,,56.0,Mello R.,2.0
13.0,,,3.0,,,Completed,Outdoor,2/17/05,,,1.6,1.9,6.0,5,1,,,,123.0,Costa Do Sauipe,Massa E.,1.0,,,Quarterfinals,International,Clay,Brasil Open,,,,,,1.0,7,6,,,,155.0,Luczak P.,2.0
13.0,,,3.0,,,Completed,Outdoor,2/17/05,,,2.3,1.4,2.0,7,4,,,,60.0,Costa Do Sauipe,Calleri A.,1.0,,,Quarterfinals,International,Clay,Brasil Open,,,,,,6.0,6,6,,,,48.0,Nadal R.,2.0
13.0,2.75,1.39,3.0,2.55,1.5,Completed,Outdoor,2/18/05,2.53,1.48,2.3,1.4,2.0,3,,,,,155.0,Costa Do Sauipe,Luczak P.,0.0,3.22,1.389,Semifinals,International,Clay,Brasil Open,,,,,,6.0,6,,,,,61.0,Martin A.,2.0
13.0,3.5,1.28,3.0,3.55,1.28,Completed,Outdoor,2/19/05,3.3,1.3,2.5,1.35,6.0,2,4,,,,56.0,Costa Do Sauipe,Mello R.,1.0,3.91,1.293,Semifinals,International,Clay,Brasil Open,,,,,,2.0,6,6,,,,48.0,Nadal R.,2.0
13.0,3.0,1.36,3.0,3.1,1.35,Completed,Outdoor,2/20/05,3.1,1.35,2.5,1.4,0.0,7,1,,,,61.0,Costa Do Sauipe,Martin A.,1.0,3.0,1.435,The Final,International,Clay,Brasil Open,,,,,,6.0,6,6,,,,48.0,Nadal R.,2.0
14.0,,,3.0,,,Completed,Indoor,2/14/05,,,4.5,1.1,4.0,7,6,,,,744.0,Memphis,Jenkins S.,1.0,,,1st Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,6.0,6,7,,,,68.0,Kim K.,2.0
14.0,1.61,2.2,3.0,1.77,2.0,Completed,Indoor,2/14/05,1.7,2.1,1.65,1.85,4.0,6,6,,,,118.0,Memphis,Carraz G.,1.0,1.833,2.0,1st Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,6.0,3,7,,,,87.0,Carlsen K.,2.0
14.0,5.5,1.12,3.0,,,Completed,Indoor,2/14/05,5.2,1.15,3.8,1.15,6.0,7,6,,,,180.0,Memphis,Baker B.,1.0,5.75,1.16,1st Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,7.0,6,7,,,,39.0,Mirnyi M.,2.0
14.0,2.37,1.53,3.0,,,Completed,Indoor,2/14/05,,,2.0,1.55,2.0,4,,,,,102.0,Memphis,Lu Y.H.,0.0,,,1st Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,6.0,6,,,,,161.0,Dancevic F.,2.0
14.0,1.9,1.8,3.0,1.77,2.0,Completed,Indoor,2/14/05,1.75,2.0,1.75,1.75,6.0,6,,,,,116.0,Memphis,Morrison J.,0.0,1.893,1.926,1st Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,7.0,7,,,,,142.0,Dupuis A.,2.0
14.0,2.25,1.57,3.0,2.3,1.6,Completed,Indoor,2/15/05,2.15,1.65,2.0,1.55,3.0,6,6,,,,141.0,Memphis,Blake J.,1.0,2.36,1.641,1st Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,6.0,2,7,,,,42.0,Fish M.,2.0
14.0,3.2,1.3,3.0,3.55,1.28,Completed,Indoor,2/15/05,3.22,1.32,3.0,1.25,3.0,3,,,,,66.0,Memphis,Kohlschreiber P.,0.0,3.75,1.308,1st Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,6.0,6,,,,,35.0,Malisse X.,2.0
14.0,,,3.0,,,Completed,Indoor,2/15/05,,,,,4.0,4,,,,,72.0,Memphis,Bjorkman J.,0.0,1.714,2.2,1st Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,6.0,6,,,,,76.0,Labadze I.,2.0
14.0,1.36,2.87,3.0,1.33,3.2,Completed,Indoor,2/15/05,1.35,3.1,1.3,2.7,0.0,4,,,,,26.0,Memphis,Novak J.,0.0,1.313,3.7,1st Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,6.0,6,,,,,114.0,Gambill J.M.,2.0
14.0,2.62,1.44,3.0,2.7,1.45,Completed,Indoor,2/15/05,2.6,1.45,2.2,1.45,6.0,6,1,,,,110.0,Memphis,Sanguinetti D.,1.0,2.7,1.526,1st Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,7.0,1,6,,,,113.0,Clement A.,2.0
14.0,1.72,2.0,3.0,1.75,2.05,Completed,Indoor,2/15/05,1.75,2.0,1.85,1.65,5.0,2,,,,,71.0,Memphis,Enqvist T.,0.0,1.769,2.1,1st Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,7.0,6,,,,,21.0,Spadea V.,2.0
14.0,,,3.0,,,Completed,Indoor,2/15/05,,,5.0,1.05,2.0,0,,,,,868.0,Memphis,Dailey Z.,0.0,13.0,1.063,1st Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,6.0,6,,,,,77.0,Ginepri R.,2.0
14.0,7.5,1.07,3.0,8.5,1.06,Completed,Indoor,2/16/05,6.68,1.09,5.0,1.05,3.0,4,,,,,58.0,Memphis,Lee H.T.,0.0,9.5,1.087,1st Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,6.0,6,,,,,3.0,Roddick A.,2.0
14.0,3.0,1.33,3.0,3.0,1.37,Completed,Indoor,2/16/05,2.85,1.4,2.7,1.3,7.0,3,4,,,,206.0,Memphis,Kendrick R.,1.0,3.08,1.42,1st Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,5.0,6,6,,,,50.0,Saulnier C.,2.0
14.0,1.33,3.0,3.0,1.33,3.2,Completed,Indoor,2/16/05,1.42,2.75,1.4,2.3,6.0,6,,,,,34.0,Memphis,Melzer J.,0.0,1.333,3.55,1st Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,7.0,7,,,,,109.0,Arthurs W.,2.0
14.0,6.0,1.1,3.0,6.0,1.12,Completed,Indoor,2/16/05,6.25,1.1,4.5,1.1,4.0,4,,,,,154.0,Memphis,Salzenstein J.,0.0,8.25,1.1,1st Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,6.0,6,,,,,14.0,Haas T.,2.0
14.0,8.0,1.06,3.0,8.5,1.06,Completed,Indoor,2/17/05,7.75,1.05,5.0,1.05,3.0,3,,,,,113.0,Memphis,Clement A.,0.0,13.5,1.059,2nd Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,6.0,6,,,,,3.0,Roddick A.,2.0
14.0,1.61,2.2,3.0,1.7,2.1,Completed,Indoor,2/17/05,1.8,1.95,1.7,1.8,1.0,5,,,,,42.0,Memphis,Fish M.,0.0,1.746,2.14,2nd Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,6.0,7,,,,,77.0,Ginepri R.,2.0
14.0,,,3.0,,,Completed,Indoor,2/17/05,2.15,1.65,2.1,1.5,6.0,6,,,,,76.0,Memphis,Labadze I.,0.0,2.4,1.625,2nd Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,7.0,7,,,,,114.0,Gambill J.M.,2.0
14.0,2.25,1.57,3.0,2.2,1.65,Completed,Indoor,2/17/05,2.1,1.7,2.1,1.5,4.0,6,,,,,109.0,Memphis,Arthurs W.,0.0,2.4,1.625,2nd Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,6.0,7,,,,,87.0,Carlsen K.,2.0
14.0,1.28,3.5,3.0,1.3,3.4,Retired,Indoor,2/17/05,1.3,3.3,1.25,3.0,5.0,0,,,,,21.0,Memphis,Spadea V.,0.0,1.297,3.87,2nd Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,7.0,2,,,,,142.0,Dupuis A.,1.0
14.0,4.0,1.22,3.0,3.9,1.23,Completed,Indoor,2/17/05,3.22,1.32,3.0,1.25,2.0,2,,,,,161.0,Memphis,Dancevic F.,0.0,3.9,1.294,2nd Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,6.0,6,,,,,35.0,Malisse X.,2.0
14.0,2.25,1.57,3.0,2.2,1.65,Completed,Indoor,2/17/05,2.1,1.7,2.0,1.55,5.0,4,,,,,50.0,Memphis,Saulnier C.,0.0,2.45,1.606,2nd Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,7.0,6,,,,,39.0,Mirnyi M.,2.0
14.0,5.0,1.14,3.0,4.4,1.2,Completed,Indoor,2/18/05,5.2,1.15,3.8,1.15,6.0,3,,,,,68.0,Memphis,Kim K.,0.0,6.32,1.143,2nd Round,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,7.0,6,,,,,14.0,Haas T.,2.0
14.0,1.72,2.0,3.0,1.7,2.1,Completed,Indoor,2/18/05,1.7,2.1,1.65,1.85,6.0,5,,,,,114.0,Memphis,Gambill J.M.,0.0,1.73,2.17,Quarterfinals,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,7.0,7,,,,,87.0,Carlsen K.,2.0
14.0,3.25,1.33,3.0,3.2,1.33,Completed,Indoor,2/18/05,3.1,1.35,3.0,1.25,6.0,6,,,,,142.0,Memphis,Dupuis A.,0.0,3.05,1.417,Quarterfinals,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,7.0,7,,,,,39.0,Mirnyi M.,2.0
14.0,3.25,1.33,3.0,3.2,1.33,Completed,Indoor,2/18/05,2.75,1.42,2.5,1.35,4.0,3,,,,,35.0,Memphis,Malisse X.,0.0,2.95,1.444,Quarterfinals,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,6.0,6,,,,,14.0,Haas T.,2.0
14.0,6.5,1.1,3.0,10.0,1.04,Completed,Indoor,2/19/05,6.2,1.1,4.5,1.1,6.0,6,,,,,77.0,Memphis,Ginepri R.,0.0,8.3,1.101,Quarterfinals,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,7.0,7,,,,,3.0,Roddick A.,2.0
14.0,1.33,3.25,3.0,1.33,3.2,Completed,Indoor,2/19/05,1.4,2.85,1.3,2.9,5.0,3,,,,,14.0,Memphis,Haas T.,0.0,1.339,3.55,Semifinals,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,7.0,6,,,,,39.0,Mirnyi M.,2.0
14.0,1.06,8.0,3.0,1.04,10.0,Walkover,Indoor,2/19/05,1.09,6.68,1.05,6.0,,,,,,,3.0,Memphis,Roddick A.,,1.065,12.28,Semifinals,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,,,,,,,87.0,Carlsen K.,
14.0,3.5,1.28,3.0,3.2,1.33,Completed,Indoor,2/20/05,2.92,1.37,3.2,1.25,5.0,5,,,,,87.0,Memphis,Carlsen K.,0.0,3.42,1.355,The Final,International Gold,Hard,Regions Morgan Keegan Championships,,,,,,7.0,7,,,,,39.0,Mirnyi M.,2.0
15.0,1.39,2.75,3.0,1.45,2.7,Completed,Indoor,2/14/05,1.48,2.53,1.4,2.3,5.0,2,,,,,30.0,Rotterdam,Soderling R.,0.0,1.439,2.98,1st Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,7.0,6,,,,,46.0,Berdych T.,2.0
15.0,2.1,1.66,3.0,2.1,1.7,Completed,Indoor,2/14/05,2.0,1.75,1.9,1.6,6.0,6,5,,,,49.0,Rotterdam,Andreev I.,1.0,2.03,1.813,1st Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,7.0,1,7,,,,33.0,Srichaphan P.,2.0
15.0,,,3.0,2.7,1.45,Completed,Indoor,2/14/05,2.6,1.45,2.7,1.3,2.0,4,,,,,90.0,Rotterdam,Sluiter R.,0.0,2.82,1.481,1st Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,6.0,6,,,,,5.0,Coria G.,2.0
15.0,1.66,2.1,3.0,1.7,2.1,Completed,Indoor,2/14/05,1.67,2.12,1.65,1.85,2.0,6,1,,,,43.0,Rotterdam,Beck K.,1.0,1.699,2.23,1st Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,6.0,3,6,,,,29.0,Johansson T.,2.0
15.0,1.83,1.83,3.0,1.88,1.88,Completed,Indoor,2/14/05,1.9,1.85,1.7,1.8,4.0,2,,,,,38.0,Rotterdam,Schuettler R.,0.0,1.98,1.847,1st Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,6.0,6,,,,,64.0,Ferrero J.C.,2.0
15.0,2.37,1.53,3.0,2.35,1.57,Completed,Indoor,2/14/05,2.3,1.6,2.2,1.45,5.0,6,4,,,,36.0,Rotterdam,Verdasco F.,1.0,2.48,1.595,1st Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,7.0,2,6,,,,15.0,Davydenko N.,2.0
15.0,2.0,1.72,3.0,2.2,1.65,Completed,Indoor,2/15/05,2.25,1.6,1.8,1.7,7.0,4,2,,,,74.0,Rotterdam,Wessels P.,1.0,,,1st Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,6.0,6,6,,,,52.0,Llodra M.,2.0
15.0,1.44,2.62,3.0,1.4,2.85,Completed,Indoor,2/15/05,1.45,2.6,1.35,2.5,2.0,6,1,,,,10.0,Rotterdam,Nalbandian D.,1.0,1.435,3.0,1st Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,6.0,4,6,,,,28.0,Stepanek R.,2.0
15.0,1.53,2.37,3.0,,,Completed,Indoor,2/15/05,1.5,2.45,1.45,2.2,4.0,6,,,,,20.0,Rotterdam,Lopez F.,0.0,1.606,2.45,1st Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,6.0,7,,,,,40.0,Rochus O.,2.0
15.0,2.75,1.39,3.0,2.55,1.5,Completed,Indoor,2/15/05,2.35,1.55,2.3,1.4,5.0,4,,,,,24.0,Rotterdam,Kiefer N.,0.0,2.77,1.5,1st Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,7.0,6,,,,,7.0,Henman T.,2.0
15.0,1.72,2.0,3.0,1.77,2.0,Completed,Indoor,2/15/05,1.8,1.95,1.65,1.85,6.0,5,,,,,32.0,Rotterdam,Dent T.,0.0,1.714,2.2,1st Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,7.0,7,,,,,31.0,Ancic M.,2.0
15.0,8.0,1.05,3.0,8.5,1.06,Completed,Indoor,2/16/05,7.79,1.06,5.0,1.05,2.0,7,3,,,,182.0,Rotterdam,Wang Y.T.,1.0,18.75,1.038,1st Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,6.0,6,6,,,,9.0,Johansson J.,2.0
15.0,1.19,4.0,3.0,1.25,3.85,Completed,Indoor,2/16/05,1.2,4.25,1.3,2.7,6.0,2,,,,,27.0,Rotterdam,Grosjean S.,0.0,1.25,4.35,1st Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,7.0,6,,,,,128.0,Wawrinka S.,2.0
15.0,2.1,1.66,3.0,1.97,1.8,Completed,Indoor,2/16/05,1.9,1.85,2.0,1.55,4.0,6,2,,,,22.0,Rotterdam,Hrbaty D.,1.0,1.926,1.893,1st Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,6.0,1,6,,,,19.0,Ljubicic I.,2.0
15.0,2.2,1.61,3.0,2.2,1.65,Completed,Indoor,2/16/05,2.51,1.54,2.0,1.55,6.0,5,4,,,,25.0,Rotterdam,Pavel A.,1.0,3.15,1.392,1st Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,4.0,7,6,,,,70.0,Schalken S.,2.0
15.0,11.0,1.02,3.0,12.0,1.02,Completed,Indoor,2/16/05,9.25,1.04,6.0,1.02,3.0,4,,,,,112.0,Rotterdam,Ulihrach B.,0.0,29.75,1.022,1st Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,6.0,6,,,,,1.0,Federer R.,2.0
15.0,1.44,2.62,3.0,1.45,2.7,Completed,Indoor,2/16/05,1.37,2.92,1.45,2.2,6.0,6,3,,,,5.0,Rotterdam,Coria G.,1.0,1.408,3.1,2nd Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,2.0,7,6,,,,33.0,Srichaphan P.,2.0
15.0,2.0,1.72,3.0,2.0,1.77,Completed,Indoor,2/16/05,1.95,1.8,1.85,1.65,6.0,0,,,,,46.0,Rotterdam,Berdych T.,0.0,2.02,1.82,2nd Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,7.0,6,,,,,15.0,Davydenko N.,2.0
15.0,1.9,1.8,3.0,1.88,1.88,Completed,Indoor,2/16/05,1.95,1.8,1.75,1.75,4.0,7,3,,,,64.0,Rotterdam,Ferrero J.C.,1.0,1.901,1.917,2nd Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,6.0,6,6,,,,28.0,Stepanek R.,2.0
15.0,2.0,1.72,3.0,1.93,1.83,Completed,Indoor,2/17/05,2.05,1.75,1.9,1.6,4.0,3,,,,,40.0,Rotterdam,Rochus O.,0.0,1.98,1.847,2nd Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,6.0,6,,,,,31.0,Ancic M.,2.0
15.0,1.28,3.5,3.0,1.35,3.1,Completed,Indoor,2/17/05,1.42,2.75,1.3,2.7,4.0,4,,,,,9.0,Rotterdam,Johansson J.,0.0,1.37,3.3,2nd Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,6.0,6,,,,,29.0,Johansson T.,2.0
15.0,11.0,1.02,3.0,12.0,1.02,Completed,Indoor,2/17/05,9.25,1.04,5.5,1.03,1.0,4,,,,,128.0,Rotterdam,Wawrinka S.,0.0,30.5,1.022,2nd Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,6.0,6,,,,,1.0,Federer R.,2.0
15.0,3.0,1.36,3.0,2.85,1.4,Completed,Indoor,2/17/05,3.1,1.35,2.3,1.4,4.0,7,3,,,,70.0,Rotterdam,Schalken S.,1.0,3.15,1.4,2nd Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,6.0,5,6,,,,19.0,Ljubicic I.,2.0
15.0,3.5,1.28,3.0,3.4,1.3,Completed,Indoor,2/17/05,3.1,1.35,2.7,1.3,4.0,1,,,,,52.0,Rotterdam,Llodra M.,0.0,3.95,1.286,2nd Round,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,6.0,6,,,,,7.0,Henman T.,2.0
15.0,1.8,1.9,3.0,1.88,1.88,Completed,Indoor,2/18/05,1.87,1.87,1.75,1.75,2.0,6,,,,,28.0,Rotterdam,Stepanek R.,0.0,2.03,1.813,Quarterfinals,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,6.0,7,,,,,29.0,Johansson T.,2.0
15.0,2.2,1.61,3.0,2.1,1.7,Completed,Indoor,2/18/05,2.15,1.65,2.0,1.55,6.0,4,2,,,,33.0,Rotterdam,Srichaphan P.,1.0,2.39,1.629,Quarterfinals,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,3.0,6,6,,,,19.0,Ljubicic I.,2.0
15.0,8.0,1.06,3.0,9.0,1.05,Completed,Indoor,2/18/05,7.75,1.05,5.0,1.05,5.0,5,,,,,15.0,Rotterdam,Davydenko N.,0.0,15.0,1.05,Quarterfinals,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,7.0,7,,,,,1.0,Federer R.,2.0
15.0,1.57,2.25,3.0,1.62,2.25,Completed,Indoor,2/18/05,1.6,2.3,1.6,1.9,6.0,6,,,,,7.0,Rotterdam,Henman T.,0.0,1.637,2.37,Quarterfinals,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,7.0,7,,,,,31.0,Ancic M.,2.0
15.0,1.66,2.1,3.0,1.65,2.2,Completed,Indoor,2/19/05,1.55,2.4,1.65,1.85,6.0,5,,,,,19.0,Rotterdam,Ljubicic I.,0.0,1.629,2.39,Semifinals,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,7.0,7,,,,,29.0,Johansson T.,2.0
15.0,6.5,1.1,3.0,6.75,1.09,Completed,Indoor,2/19/05,6.25,1.1,5.0,1.1,5.0,3,,,,,31.0,Rotterdam,Ancic M.,0.0,8.75,1.095,Semifinals,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,7.0,6,,,,,1.0,Federer R.,2.0
15.0,8.0,1.06,3.0,9.0,1.05,Completed,Indoor,2/20/05,8.5,1.05,6.0,1.05,7.0,5,6,,,,29.0,Rotterdam,Johansson T.,1.0,11.75,1.069,The Final,International Gold,Hard,ABN AMRO World Tennis Tournament,,,,,,5.0,7,7,,,,1.0,Federer R.,2.0
16.0,1.33,3.0,3.0,1.33,3.2,Completed,Outdoor,2/21/05,1.35,3.1,,,2.0,3,,,,,23.0,Acapulco,Chela J.I.,0.0,1.417,3.05,1st Round,International Gold,Clay,Abierto Mexicano,,,,,,6.0,6,,,,,90.0,Monaco J.,2.0
16.0,1.57,2.25,3.0,1.7,2.1,Completed,Outdoor,2/21/05,1.5,2.5,,,6.0,4,2,,,,87.0,Acapulco,Almagro N.,1.0,1.588,2.5,1st Round,International Gold,Clay,Abierto Mexicano,,,,,,2.0,6,6,,,,77.0,Ventura S.,2.0
16.0,4.5,1.16,3.0,4.65,1.18,Completed,Outdoor,2/21/05,3.75,1.25,,,5.0,6,,,,,156.0,Acapulco,Patience O.,0.0,4.47,1.243,1st Round,International Gold,Clay,Abierto Mexicano,,,,,,7.0,7,,,,,59.0,Calleri A.,2.0
16.0,2.5,1.5,3.0,,,Completed,Outdoor,2/22/05,,,,,2.0,3,,,,,240.0,Acapulco,Hernandez A.,0.0,2.85,1.472,1st Round,International Gold,Clay,Abierto Mexicano,,,,,,6.0,6,,,,,95.0,Montanes A.,2.0
16.0,3.0,1.33,3.0,,,Completed,Outdoor,2/22/05,,,,,3.0,5,,,,,253.0,Acapulco,Marin J.A.,0.0,3.25,1.377,1st Round,International Gold,Clay,Abierto Mexicano,,,,,,6.0,7,,,,,27.0,Novak J.,2.0
16.0,3.5,1.25,3.0,3.4,1.3,Retired,Outdoor,2/22/05,3.46,1.28,,,4.0,2,,,,,103.0,Acapulco,Massa E.,0.0,3.69,1.318,1st Round,International Gold,Clay,Abierto Mexicano,,,,,,6.0,2,,,,,12.0,Canas G.,1.0
16.0,2.2,1.61,3.0,,,Completed,Outdoor,2/22/05,,,,,3.0,6,,,,,84.0,Acapulco,Garcia-Lopez G.,0.0,2.55,1.571,1st Round,International Gold,Clay,Abierto Mexicano,,,,,,6.0,7,,,,,74.0,Puerta M.,2.0
16.0,,,3.0,1.77,2.0,Completed,Outdoor,2/22/05,1.8,1.95,1.6,1.9,4.0,2,,,,,93.0,Acapulco,Sanchez D.,0.0,1.735,2.16,1st Round,International Gold,Clay,Abierto Mexicano,,,,,,6.0,6,,,,,86.0,Hernandez O.,2.0
16.0,1.57,2.25,3.0,1.57,2.35,Completed,Outdoor,2/22/05,1.55,2.35,1.55,2.0,2.0,6,,,,,52.0,Acapulco,Zabaleta M.,0.0,1.613,2.43,1st Round,International Gold,Clay,Abierto Mexicano,,,,,,6.0,7,,,,,42.0,Volandri F.,2.0
16.0,3.5,1.25,3.0,3.1,1.35,Completed,Outdoor,2/22/05,3.1,1.35,3.0,1.25,0.0,6,6,,,,91.0,Acapulco,Vanek J.,1.0,3.15,1.4,1st Round,International Gold,Clay,Abierto Mexicano,,,,,,6.0,2,7,,,,56.0,Martin A.,2.0
16.0,1.22,3.75,3.0,1.22,4.1,Completed,Outdoor,2/22/05,,,1.2,3.3,4.0,4,,,,,58.0,Acapulco,Acasuso J.,0.0,1.174,5.35,1st Round,International Gold,Clay,Abierto Mexicano,,,,,,6.0,6,,,,,187.0,Devilder N.,2.0
16.0,6.0,1.1,3.0,6.5,1.1,Completed,Outdoor,2/22/05,5.5,1.13,4.5,1.1,4.0,4,,,,,81.0,Acapulco,Calatrava A.,0.0,7.03,1.127,1st Round,International Gold,Clay,Abierto Mexicano,,,,,,6.0,6,,,,,39.0,Nadal R.,2.0
16.0,,,3.0,2.1,1.7,Completed,Outdoor,2/22/05,2.05,1.75,1.75,1.75,6.0,3,2,,,,54.0,Acapulco,Mello R.,1.0,2.34,1.649,1st Round,International Gold,Clay,Abierto Mexicano,,,,,,4.0,6,6,,,,47.0,Ferrer D.,2.0
16.0,5.5,1.12,3.0,,,Completed,Outdoor,2/23/05,4.25,1.2,3.3,1.2,0.0,1,,,,,225.0,Acapulco,Gallardo M.,0.0,5.5,1.172,1st Round,International Gold,Clay,Abierto Mexicano,,,,,,6.0,6,,,,,97.0,Mantilla F.,2.0
16.0,1.07,7.0,3.0,1.08,7.25,Retired,Outdoor,2/23/05,1.1,6.25,1.05,5.0,6.0,5,,,,,8.0,Acapulco,Gaudio G.,1.0,1.067,12.0,1st Round,International Gold,Clay,Abierto Mexicano,,,,,,2.0,7,,,,,80.0,Zib T.,1.0
16.0,4.5,1.16,3.0,5.0,1.16,Completed,Outdoor,2/23/05,4.25,1.2,3.3,1.2,4.0,6,,,,,143.0,Acapulco,Lapentti N.,0.0,5.15,1.19,1st Round,International Gold,Clay,Abierto Mexicano,,,,,,6.0,7,,,,,6.0,Moya C.,2.0
16.0,1.66,2.1,3.0,1.75,2.05,Completed,Outdoor,2/23/05,1.8,1.95,1.9,1.6,4.0,6,,,,,80.0,Acapulco,Zib T.,0.0,1.69,2.25,2nd Round,International Gold,Clay,Abierto Mexicano,,,,,,6.0,7,,,,,95.0,Montanes A.,2.0
16.0,2.62,1.44,3.0,3.0,1.37,Completed,Outdoor,2/23/05,2.6,1.45,2.2,1.45,6.0,2,,,,,90.0,Acapulco,Monaco J.,0.0,2.77,1.5,2nd Round,International Gold,Clay,Abierto Mexicano,,,,,,7.0,6,,,,,59.0,Calleri A.,2.0
16.0,4.5,1.16,3.0,5.0,1.16,Completed,Outdoor,2/23/05,5.2,1.15,3.8,1.15,6.0,2,,,,,77.0,Acapulco,Ventura S.,0.0,6.9,1.129,2nd Round,International Gold,Clay,Abierto Mexicano,,,,,,7.0,6,,,,,39.0,Nadal R.,2.0
16.0,3.25,1.33,3.0,2.7,1.45,Completed,Outdoor,2/23/05,2.6,1.45,2.7,1.3,3.0,1,,,,,86.0,Acapulco,Hernandez O.,0.0,3.1,1.408,2nd Round,International Gold,Clay,Abierto Mexicano,,,,,,6.0,6,,,,,27.0,Novak J.,2.0
