ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
23,Monte Carlo,Monte Carlo Masters,4/16/18,Masters 1000,Outdoor,Clay,1st Round,3,Coric B.,Benneteau J.,39,57,1251,891,6,2,6,3,,,,,,,2,0,Completed,1.16,5,1.16,4.6,,,1.19,5.42,1.22,5.42,1.19,4.83
23,Monte Carlo,Monte Carlo Masters,4/16/18,Masters 1000,Outdoor,Clay,1st Round,3,Nishikori K.,Berdych T.,36,18,1280,2140,4,6,6,2,6,1,,,,,2,1,Completed,2,1.72,1.95,1.75,,,1.95,1.95,2.18,1.95,2.03,1.79
23,Monte Carlo,Monte Carlo Masters,4/16/18,Masters 1000,Outdoor,Clay,1st Round,3,Raonic M.,Catarina L.,22,365,1765,122,3,6,6,2,6,3,,,,,2,1,Completed,1.01,23,1.01,11.5,,,1.01,29.16,1.02,30,1.01,20.91
23,Monte Carlo,Monte Carlo Masters,4/16/18,Masters 1000,Outdoor,Clay,1st Round,3,Djokovic N.,Lajovic D.,13,93,2310,639,6,0,6,1,,,,,,,2,0,Completed,1.28,3.5,1.25,3.6,,,1.27,4.22,1.34,4.25,1.28,3.75
23,Monte Carlo,Monte Carlo Masters,4/16/18,Masters 1000,Outdoor,Clay,1st Round,3,Muller G.,Mayer F.,28,74,1465,729,7,5,6,4,,,,,,,2,0,Completed,1.61,2.2,1.62,2.15,,,1.71,2.27,1.75,2.35,1.68,2.19
23,Monte Carlo,Monte Carlo Masters,4/16/18,Masters 1000,Outdoor,Clay,1st Round,3,Bedene A.,Basic M.,58,92,877,643,6,4,7,6,,,,,,,2,0,Completed,1.22,4,1.19,4.2,,,1.21,5,1.25,5.25,1.2,4.61
23,Monte Carlo,Monte Carlo Masters,4/16/18,Masters 1000,Outdoor,Clay,1st Round,3,Tsitsipas S.,Shapovalov D.,71,45,767,1118,6,3,6,4,,,,,,,2,0,Completed,1.66,2.1,1.62,2.15,,,1.68,2.34,1.73,2.35,1.66,2.23
23,Monte Carlo,Monte Carlo Masters,4/16/18,Masters 1000,Outdoor,Clay,1st Round,3,Herbert P.H.,Lorenzi P.,82,63,690,850,7,6,6,4,,,,,,,2,0,Completed,1.44,2.62,1.45,2.55,,,1.48,2.86,1.53,2.94,1.46,2.73
23,Monte Carlo,Monte Carlo Masters,4/17/18,Masters 1000,Outdoor,Clay,1st Round,3,Cecchinato M.,Dzumhur D.,100,31,606,1415,6,3,6,2,,,,,,,2,0,Completed,1.72,2,1.75,1.95,,,1.93,1.97,1.95,2.05,1.84,1.96
23,Monte Carlo,Monte Carlo Masters,4/17/18,Masters 1000,Outdoor,Clay,1st Round,3,Simon G.,Mannarino A.,69,26,780,1655,6,3,4,6,6,2,,,,,2,1,Completed,1.53,2.37,1.6,2.2,,,1.67,2.36,1.71,2.4,1.63,2.28
23,Monte Carlo,Monte Carlo Masters,4/17/18,Masters 1000,Outdoor,Clay,1st Round,3,Verdasco F.,Cuevas P.,37,41,1280,1210,5,7,7,6,6,1,,,,,2,1,Completed,1.8,1.9,1.8,1.9,,,1.84,2.08,1.95,2.08,1.86,1.94
23,Monte Carlo,Monte Carlo Masters,4/17/18,Masters 1000,Outdoor,Clay,1st Round,3,Lopez F.,Paire B.,30,48,1420,1020,5,7,7,6,6,4,,,,,2,1,Completed,2.2,1.61,2.15,1.62,,,2.32,1.68,2.35,1.73,2.21,1.67
23,Monte Carlo,Monte Carlo Masters,4/17/18,Masters 1000,Outdoor,Clay,1st Round,3,Struff J.L.,Sugita Y.,61,43,855,1160,6,3,6,2,,,,,,,2,0,Completed,1.53,2.37,1.53,2.35,,,1.55,2.64,1.6,2.65,1.54,2.47
23,Monte Carlo,Monte Carlo Masters,4/17/18,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,Ivashka I.,20,122,1840,458,6,4,7,5,,,,,,,2,0,Completed,1.18,4.5,1.19,4.2,,,1.23,4.73,1.24,4.95,1.21,4.44
23,Monte Carlo,Monte Carlo Masters,4/17/18,Masters 1000,Outdoor,Clay,1st Round,3,Schwartzman D.,Pella G.,15,60,2220,858,0,6,6,2,6,3,,,,,2,1,Completed,1.44,2.62,1.42,2.65,,,1.45,2.97,1.48,3.1,1.44,2.78
23,Monte Carlo,Monte Carlo Masters,4/17/18,Masters 1000,Outdoor,Clay,1st Round,3,Seppi A.,Edmund K.,62,23,851,1757,6,3,5,7,6,2,,,,,2,1,Completed,3,1.36,2.8,1.38,,,3.06,1.43,3.2,1.47,2.93,1.41
23,Monte Carlo,Monte Carlo Masters,4/17/18,Masters 1000,Outdoor,Clay,1st Round,3,Gasquet R.,Chardy J.,34,84,1340,685,6,4,7,6,,,,,,,2,0,Completed,1.57,2.25,1.62,2.15,,,1.61,2.47,1.68,2.47,1.63,2.28
23,Monte Carlo,Monte Carlo Masters,4/17/18,Masters 1000,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Sandgren T.,40,47,1230,1033,6,2,6,2,,,,,,,2,0,Completed,1.2,4.33,1.22,3.85,,,1.29,3.99,1.29,4.85,1.25,3.91
23,Monte Carlo,Monte Carlo Masters,4/17/18,Masters 1000,Outdoor,Clay,2nd Round,3,Thiem D.,Rublev A.,7,33,3665,1378,5,7,7,5,7,5,,,,,2,1,Completed,1.25,3.75,1.23,3.75,,,1.28,4.1,1.3,4.25,1.26,3.86
23,Monte Carlo,Monte Carlo Masters,4/17/18,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev M.,Pouille L.,55,11,932,2410,2,6,6,1,7,6,,,,,2,1,Completed,5,1.14,4.75,1.15,,,5.68,1.18,6.1,1.25,5.12,1.17
23,Monte Carlo,Monte Carlo Masters,4/17/18,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,Herbert P.H.,5,82,4635,690,3,6,6,2,6,4,,,,,2,1,Completed,1.33,3.25,1.32,3.1,,,1.38,3.35,1.39,3.45,1.35,3.23
23,Monte Carlo,Monte Carlo Masters,4/17/18,Masters 1000,Outdoor,Clay,2nd Round,3,Goffin D.,Tsitsipas S.,10,71,3110,767,7,6,7,5,,,,,,,2,0,Completed,1.83,1.83,1.75,1.95,,,1.74,2.23,1.87,2.23,1.8,2.01
23,Monte Carlo,Monte Carlo Masters,4/17/18,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,Muller G.,4,28,4925,1465,4,6,6,3,6,2,,,,,2,1,Completed,1.14,5.5,1.14,5,,,1.16,6.27,1.18,6.6,1.15,5.49
23,Monte Carlo,Monte Carlo Masters,4/18/18,Masters 1000,Outdoor,Clay,2nd Round,3,Nishikori K.,Medvedev D.,36,49,1280,984,7,5,6,2,,,,,,,2,0,Completed,1.28,3.5,1.28,3.35,,,1.34,3.6,1.37,3.65,1.32,3.39
23,Monte Carlo,Monte Carlo Masters,4/18/18,Masters 1000,Outdoor,Clay,2nd Round,3,Bautista Agut R.,Lopez F.,16,30,2175,1420,6,3,7,6,,,,,,,2,0,Completed,1.22,4,1.22,3.85,,,1.27,4.26,1.29,4.5,1.25,3.97
23,Monte Carlo,Monte Carlo Masters,4/18/18,Masters 1000,Outdoor,Clay,2nd Round,3,Khachanov K.,Simon G.,38,69,1255,780,6,2,6,2,,,,,,,2,0,Completed,1.36,3,1.38,2.8,,,1.44,3.01,1.46,3.06,1.42,2.87
23,Monte Carlo,Monte Carlo Masters,4/18/18,Masters 1000,Outdoor,Clay,2nd Round,3,Struff J.L.,Fognini F.,61,20,855,1840,6,4,6,2,,,,,,,2,0,Completed,3,1.36,3.05,1.33,,,3.22,1.4,3.3,1.4,3.1,1.37
23,Monte Carlo,Monte Carlo Masters,4/18/18,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Coric B.,13,39,2310,1251,7,6,7,5,,,,,,,2,0,Completed,1.36,3,1.35,2.95,,,1.41,3.18,1.41,3.38,1.38,3.07
23,Monte Carlo,Monte Carlo Masters,4/18/18,Masters 1000,Outdoor,Clay,2nd Round,3,Kohlschreiber P.,Ramos-Vinolas A.,40,24,1230,1745,6,4,6,2,,,,,,,2,0,Completed,1.61,2.2,1.62,2.15,,,1.72,2.25,1.74,2.27,1.69,2.16
23,Monte Carlo,Monte Carlo Masters,4/18/18,Masters 1000,Outdoor,Clay,2nd Round,3,Gasquet R.,Schwartzman D.,34,15,1340,2220,6,2,6,1,,,,,,,2,0,Completed,2.37,1.53,2.25,1.57,,,2.4,1.65,2.47,1.66,2.33,1.61
23,Monte Carlo,Monte Carlo Masters,4/18/18,Masters 1000,Outdoor,Clay,2nd Round,3,Seppi A.,Garcia-Lopez G.,62,68,851,798,4,6,6,3,7,5,,,,,2,1,Completed,1.53,2.37,1.57,2.25,,,1.65,2.38,1.65,2.5,1.6,2.33
23,Monte Carlo,Monte Carlo Masters,4/18/18,Masters 1000,Outdoor,Clay,2nd Round,3,Raonic M.,Cecchinato M.,22,100,1765,606,7,6,6,2,,,,,,,2,0,Completed,1.5,2.5,1.47,2.5,,,1.58,2.56,1.58,3.05,1.49,2.64
23,Monte Carlo,Monte Carlo Masters,4/18/18,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Bedene A.,1,58,8770,877,6,1,6,3,,,,,,,2,0,Completed,1.04,13,1.03,9,,,1.04,15.18,1.06,16,1.03,12.34
23,Monte Carlo,Monte Carlo Masters,4/18/18,Masters 1000,Outdoor,Clay,2nd Round,3,Cilic M.,Verdasco F.,3,37,4985,1280,6,3,7,6,,,,,,,2,0,Completed,1.36,3,1.38,2.8,,,1.43,3.1,1.47,3.15,1.4,2.96
23,Monte Carlo,Monte Carlo Masters,4/19/18,Masters 1000,Outdoor,Clay,3rd Round,3,Goffin D.,Bautista Agut R.,10,16,3110,2175,6,4,7,5,,,,,,,2,0,Completed,1.9,1.9,1.75,1.95,,,1.81,2.14,1.91,2.15,1.82,2.01
23,Monte Carlo,Monte Carlo Masters,4/19/18,Masters 1000,Outdoor,Clay,3rd Round,3,Zverev A.,Struff J.L.,4,61,4925,855,6,4,4,6,6,4,,,,,2,1,Completed,1.25,4,1.23,3.75,,,1.28,4.18,1.29,4.3,1.26,3.95
23,Monte Carlo,Monte Carlo Masters,4/19/18,Masters 1000,Outdoor,Clay,3rd Round,3,Dimitrov G.,Kohlschreiber P.,5,40,4635,1230,4,6,6,3,6,4,,,,,2,1,Completed,1.66,2.2,1.65,2.1,,,1.7,2.31,1.75,2.32,1.69,2.19
23,Monte Carlo,Monte Carlo Masters,4/19/18,Masters 1000,Outdoor,Clay,3rd Round,3,Thiem D.,Djokovic N.,7,13,3665,2310,6,7,6,2,6,3,,,,,2,1,Completed,2.3,1.61,2.2,1.6,,,2.36,1.68,2.44,1.75,2.28,1.64
23,Monte Carlo,Monte Carlo Masters,4/19/18,Masters 1000,Outdoor,Clay,3rd Round,3,Gasquet R.,Zverev M.,34,55,1340,932,6,2,7,5,,,,,,,2,0,Completed,1.2,4.5,1.18,4.3,,,1.22,5.09,1.23,5.2,1.2,4.65
23,Monte Carlo,Monte Carlo Masters,4/19/18,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Khachanov K.,1,38,8770,1255,6,3,6,2,,,,,,,2,0,Completed,1.05,11,1.03,9,,,1.07,12.36,1.07,14.4,1.05,10.89
23,Monte Carlo,Monte Carlo Masters,4/19/18,Masters 1000,Outdoor,Clay,3rd Round,3,Cilic M.,Raonic M.,3,22,4985,1765,,,,,,,,,,,,,Walkover,1.44,2.75,1.42,2.65,,,1.49,2.89,1.51,3.12,1.44,2.79
23,Monte Carlo,Monte Carlo Masters,4/19/18,Masters 1000,Outdoor,Clay,3rd Round,3,Nishikori K.,Seppi A.,36,62,1280,851,6,0,2,6,6,3,,,,,2,1,Completed,1.16,5,1.17,4.4,,,1.19,5.56,1.25,5.65,1.18,4.93
23,Monte Carlo,Monte Carlo Masters,4/20/18,Masters 1000,Outdoor,Clay,Quarterfinals,3,Dimitrov G.,Goffin D.,5,10,4635,3110,6,4,7,6,,,,,,,2,0,Completed,2,1.8,2,1.72,,,2.17,1.79,2.21,1.85,2.08,1.77
23,Monte Carlo,Monte Carlo Masters,4/20/18,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Thiem D.,1,7,8770,3665,6,0,6,2,,,,,,,2,0,Completed,1.14,5.5,1.14,5,,,1.18,5.77,1.2,6.2,1.16,5.34
23,Monte Carlo,Monte Carlo Masters,4/20/18,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nishikori K.,Cilic M.,36,3,1280,4985,6,4,6,7,6,3,,,,,2,1,Completed,2.3,1.61,2.2,1.6,,,2.36,1.68,2.36,1.75,2.26,1.65
23,Monte Carlo,Monte Carlo Masters,4/20/18,Masters 1000,Outdoor,Clay,Quarterfinals,3,Zverev A.,Gasquet R.,4,34,4925,1340,4,6,6,2,7,5,,,,,2,1,Completed,1.5,2.62,1.47,2.5,,,1.52,2.75,1.61,2.75,1.51,2.59
23,Monte Carlo,Monte Carlo Masters,4/21/18,Masters 1000,Outdoor,Clay,Semifinals,3,Nadal R.,Dimitrov G.,1,5,8770,4635,6,4,6,1,,,,,,,2,0,Completed,1.06,10,1.05,7.75,,,1.07,11.6,1.1,13.25,1.06,9.86
23,Monte Carlo,Monte Carlo Masters,4/21/18,Masters 1000,Outdoor,Clay,Semifinals,3,Nishikori K.,Zverev A.,36,4,1280,4925,3,6,6,3,6,4,,,,,2,1,Completed,2.3,1.61,2.2,1.6,,,2.36,1.68,2.4,1.75,2.27,1.65
23,Monte Carlo,Monte Carlo Masters,4/22/18,Masters 1000,Outdoor,Clay,The Final,3,Nadal R.,Nishikori K.,1,36,8770,1280,6,3,6,2,,,,,,,2,0,Completed,1.05,11,1.04,8.5,,,1.07,12.2,1.1,14.75,1.05,10.78
24,Barcelona,Open Banco Sabadell ,4/23/18,ATP500,Outdoor,Clay,1st Round,3,Paire B.,Jarry N.,47,64,1020,822,7,6,6,7,6,4,,,,,2,1,Completed,2.1,1.66,2.15,1.62,,,2.33,1.67,2.43,1.77,2.19,1.68
24,Barcelona,Open Banco Sabadell ,4/23/18,ATP500,Outdoor,Clay,1st Round,3,Jaziri M.,Sandgren T.,88,49,673,993,6,4,6,4,,,,,,,2,0,Completed,2.1,1.66,2.15,1.62,,,2.33,1.67,2.38,1.76,2.17,1.68
24,Barcelona,Open Banco Sabadell ,4/23/18,ATP500,Outdoor,Clay,1st Round,3,Lajovic D.,Martinez P.,91,226,664,249,6,4,6,7,6,3,,,,,2,1,Completed,1.25,3.75,1.25,3.6,,,1.29,3.9,1.3,4.05,1.27,3.77
24,Barcelona,Open Banco Sabadell ,4/23/18,ATP500,Outdoor,Clay,1st Round,3,Granollers M.,Kukushkin M.,129,95,435,634,6,2,6,2,,,,,,,2,0,Completed,1.66,2.1,1.62,2.15,,,1.65,2.37,1.76,2.49,1.66,2.22
24,Barcelona,Open Banco Sabadell ,4/23/18,ATP500,Outdoor,Clay,1st Round,3,Dutra Silva R.,Donaldson J.,125,51,442,977,6,3,6,1,,,,,,,2,0,Completed,1.66,2.1,1.65,2.1,,,1.74,2.2,1.77,2.3,1.71,2.15
24,Barcelona,Open Banco Sabadell ,4/23/18,ATP500,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Sugita Y.,69,42,789,1154,7,6,7,6,,,,,,,2,0,Completed,1.44,2.62,1.45,2.55,,,1.49,2.8,1.56,2.81,1.48,2.65
24,Barcelona,Open Banco Sabadell ,4/23/18,ATP500,Outdoor,Clay,1st Round,3,Tsitsipas S.,Moutet C.,63,137,822,401,6,4,6,1,,,,,,,2,0,Completed,1.3,3.4,1.3,3.2,,,1.34,3.5,1.36,3.5,1.32,3.37
24,Barcelona,Open Banco Sabadell ,4/23/18,ATP500,Outdoor,Clay,1st Round,3,Karlovic I.,Robredo T.,75,211,715,271,6,7,7,6,6,4,,,,,2,1,Completed,1.53,2.37,1.53,2.35,,,1.59,2.5,1.62,2.68,1.56,2.43
24,Barcelona,Open Banco Sabadell ,4/23/18,ATP500,Outdoor,Clay,1st Round,3,Cuevas P.,Ojeda Lara R.,46,207,1040,279,6,0,6,4,,,,,,,2,0,Completed,1.14,5,1.12,5.4,,,1.14,6.49,1.15,6.95,1.13,5.86
24,Barcelona,Open Banco Sabadell ,4/23/18,ATP500,Outdoor,Clay,1st Round,3,Mayer L.,Zverev M.,45,52,1073,977,6,3,6,0,,,,,,,2,0,Completed,1.44,2.62,1.45,2.55,,,1.49,2.8,1.51,2.85,1.47,2.7
24,Barcelona,Open Banco Sabadell ,4/24/18,ATP500,Outdoor,Clay,1st Round,3,Carballes Baena R.,Haider-Maurer A.,77,420,710,91,6,2,6,4,,,,,,,2,0,Completed,1.18,4.5,1.19,4.2,,,1.21,5,1.23,5.16,1.2,4.55
24,Barcelona,Open Banco Sabadell ,4/24/18,ATP500,Outdoor,Clay,1st Round,3,Klizan M.,Delbonis F.,140,76,396,710,6,3,6,7,6,4,,,,,2,1,Completed,1.61,2.2,1.62,2.15,,,1.67,2.33,1.69,2.45,1.64,2.26
24,Barcelona,Open Banco Sabadell ,4/24/18,ATP500,Outdoor,Clay,1st Round,3,Pella G.,Gojowczyk P.,60,50,858,979,6,4,6,4,,,,,,,2,0,Completed,1.25,3.75,1.27,3.45,,,1.31,3.74,1.33,3.9,1.29,3.58
24,Barcelona,Open Banco Sabadell ,4/24/18,ATP500,Outdoor,Clay,1st Round,3,Fratangelo B.,Vatutin A.,106,138,536,400,7,5,5,7,6,3,,,,,2,1,Completed,1.66,2.1,1.65,2.1,,,1.74,2.2,1.75,2.3,1.68,2.19
24,Barcelona,Open Banco Sabadell ,4/24/18,ATP500,Outdoor,Clay,1st Round,3,Simon G.,Ivashka I.,70,117,780,485,6,2,6,3,,,,,,,2,0,Completed,1.57,2.25,1.62,2.15,,,1.71,2.24,1.74,2.36,1.68,2.2
24,Barcelona,Open Banco Sabadell ,4/24/18,ATP500,Outdoor,Clay,1st Round,3,Munar J.,Sousa J.,174,67,322,805,6,4,3,6,7,5,,,,,2,1,Completed,2.5,1.5,2.35,1.53,,,2.47,1.6,2.65,1.61,2.44,1.56
24,Barcelona,Open Banco Sabadell ,4/24/18,ATP500,Outdoor,Clay,2nd Round,3,Goffin D.,Granollers M.,10,129,2930,435,4,6,7,6,6,2,,,,,2,1,Completed,1.28,3.5,1.24,3.65,,,1.25,4.46,1.3,4.46,1.25,3.93
24,Barcelona,Open Banco Sabadell ,4/24/18,ATP500,Outdoor,Clay,2nd Round,3,Lopez F.,Lajovic D.,30,91,1420,664,6,4,2,6,6,4,,,,,2,1,Completed,1.72,2,1.62,2.15,,,1.69,2.3,1.75,2.3,1.69,2.16
24,Barcelona,Open Banco Sabadell ,4/24/18,ATP500,Outdoor,Clay,2nd Round,3,Jaziri M.,Escobedo E.,88,149,673,381,6,4,6,3,,,,,,,2,0,Completed,1.61,2.2,1.6,2.2,,,1.66,2.37,1.7,2.43,1.64,2.26
24,Barcelona,Open Banco Sabadell ,4/24/18,ATP500,Outdoor,Clay,2nd Round,3,Bautista Agut R.,Karlovic I.,15,75,2175,715,6,7,6,2,6,4,,,,,2,1,Completed,1.36,3,1.32,3.1,,,1.34,3.56,1.4,3.56,1.34,3.27
24,Barcelona,Open Banco Sabadell ,4/24/18,ATP500,Outdoor,Clay,2nd Round,3,Mannarino A.,Cuevas P.,27,46,1585,1040,6,4,7,6,,,,,,,2,0,Completed,3.5,1.28,3.45,1.27,,,3.92,1.3,3.98,1.35,3.66,1.29
24,Barcelona,Open Banco Sabadell ,4/25/18,ATP500,Outdoor,Clay,2nd Round,3,Garcia-Lopez G.,Nishikori K.,69,22,789,1835,6,3,,,,,,,,,1,0,Retired,5,1.16,4.6,1.16,,,4.85,1.22,5.25,1.26,4.72,1.19
24,Barcelona,Open Banco Sabadell ,4/25/18,ATP500,Outdoor,Clay,2nd Round,3,Dimitrov G.,Simon G.,5,70,4950,780,6,2,6,1,,,,,,,2,0,Completed,1.3,3.4,1.28,3.35,,,1.33,3.64,1.38,3.72,1.31,3.44
24,Barcelona,Open Banco Sabadell ,4/25/18,ATP500,Outdoor,Clay,2nd Round,3,Thiem D.,Munar J.,7,174,3755,322,7,6,6,1,,,,,,,2,0,Completed,1.1,7,1.07,7,,,1.08,9.87,1.12,9.9,1.07,8.37
24,Barcelona,Open Banco Sabadell ,4/25/18,ATP500,Outdoor,Clay,2nd Round,3,Klizan M.,Djokovic N.,140,12,396,2220,6,2,1,6,6,3,,,,,2,1,Completed,5,1.16,4.4,1.17,,,4.85,1.22,5.1,1.25,4.77,1.19
24,Barcelona,Open Banco Sabadell ,4/25/18,ATP500,Outdoor,Clay,2nd Round,3,Kovalik J.,Pella G.,146,60,387,858,6,3,6,3,,,,,,,2,0,Completed,3.75,1.25,3.45,1.27,,,3.6,1.34,3.75,1.36,3.51,1.3
24,Barcelona,Open Banco Sabadell ,4/25/18,ATP500,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Dutra Silva R.,40,125,1190,442,3,6,6,3,6,4,,,,,2,1,Completed,1.4,2.75,1.42,2.65,,,1.54,2.66,1.56,3.12,1.45,2.73
24,Barcelona,Open Banco Sabadell ,4/25/18,ATP500,Outdoor,Clay,2nd Round,3,Nadal R.,Carballes Baena R.,1,77,8770,710,6,4,6,4,,,,,,,2,0,Completed,1.01,26,1.01,11.5,,,1.01,29.16,1.02,32,1.01,21.25
24,Barcelona,Open Banco Sabadell ,4/25/18,ATP500,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Schwartzman D.,63,17,822,2130,6,2,6,1,,,,,,,2,0,Completed,2.2,1.61,2.3,1.55,,,2.5,1.6,2.53,1.67,2.36,1.59
24,Barcelona,Open Banco Sabadell ,4/25/18,ATP500,Outdoor,Clay,2nd Round,3,Carreno Busta P.,Paire B.,11,47,2305,1020,6,3,6,3,,,,,,,2,0,Completed,1.5,2.5,1.5,2.4,,,1.57,2.58,1.57,2.86,1.52,2.53
24,Barcelona,Open Banco Sabadell ,4/25/18,ATP500,Outdoor,Clay,2nd Round,3,Khachanov K.,Mayer L.,37,45,1300,1073,6,4,6,3,,,,,,,2,0,Completed,1.61,2.2,1.62,2.15,,,1.69,2.31,1.7,2.4,1.65,2.24
24,Barcelona,Open Banco Sabadell ,4/25/18,ATP500,Outdoor,Clay,2nd Round,3,Andujar P.,Fratangelo B.,153,106,376,536,6,4,6,3,,,,,,,2,0,Completed,1.33,3.25,1.32,3.1,,,1.39,3.28,1.41,3.32,1.36,3.16
24,Barcelona,Open Banco Sabadell ,4/26/18,ATP500,Outdoor,Clay,3rd Round,3,Klizan M.,Lopez F.,140,30,396,1420,6,1,6,4,,,,,,,2,0,Completed,1.61,2.3,1.62,2.15,,,1.8,2.13,1.8,2.35,1.68,2.19
24,Barcelona,Open Banco Sabadell ,4/26/18,ATP500,Outdoor,Clay,3rd Round,3,Thiem D.,Kovalik J.,7,146,3755,387,7,6,6,2,,,,,,,2,0,Completed,1.07,9,1.05,7.75,,,1.08,10.44,1.1,11.5,1.06,9.13
24,Barcelona,Open Banco Sabadell ,4/26/18,ATP500,Outdoor,Clay,3rd Round,3,Tsitsipas S.,Ramos-Vinolas A.,63,40,822,1190,6,4,7,5,,,,,,,2,0,Completed,1.66,2.2,1.6,2.2,,,1.67,2.35,1.67,2.44,1.63,2.28
24,Barcelona,Open Banco Sabadell ,4/26/18,ATP500,Outdoor,Clay,3rd Round,3,Dimitrov G.,Jaziri M.,5,88,4950,673,7,5,3,6,7,6,,,,,2,1,Completed,1.14,5.5,1.13,5.2,,,1.16,6.16,1.2,6.4,1.14,5.61
24,Barcelona,Open Banco Sabadell ,4/26/18,ATP500,Outdoor,Clay,3rd Round,3,Carreno Busta P.,Mannarino A.,11,27,2305,1585,6,2,4,6,7,6,,,,,2,1,Completed,1.28,3.75,1.27,3.45,,,1.31,3.83,1.33,3.98,1.3,3.58
24,Barcelona,Open Banco Sabadell ,4/26/18,ATP500,Outdoor,Clay,3rd Round,3,Nadal R.,Garcia-Lopez G.,1,69,8770,789,6,1,6,3,,,,,,,2,0,Completed,1.01,26,1.01,11.5,,,1.01,29.16,1.02,31.25,1.01,21.66
24,Barcelona,Open Banco Sabadell ,4/26/18,ATP500,Outdoor,Clay,3rd Round,3,Goffin D.,Khachanov K.,10,37,2930,1300,2,6,7,6,6,0,,,,,2,1,Completed,1.8,2,1.75,1.95,,,1.79,2.14,1.87,2.14,1.81,2.01
24,Barcelona,Open Banco Sabadell ,4/26/18,ATP500,Outdoor,Clay,3rd Round,3,Bautista Agut R.,Andujar P.,15,153,2175,376,6,4,6,1,,,,,,,2,0,Completed,1.44,2.75,1.42,2.65,,,1.49,2.84,1.5,2.98,1.45,2.76
24,Barcelona,Open Banco Sabadell ,4/27/18,ATP500,Outdoor,Clay,Quarterfinals,3,Tsitsipas S.,Thiem D.,63,7,822,3755,6,3,6,2,,,,,,,2,0,Completed,3.2,1.36,3.05,1.33,,,3.41,1.38,3.44,1.4,3.18,1.36
24,Barcelona,Open Banco Sabadell ,4/27/18,ATP500,Outdoor,Clay,Quarterfinals,3,Carreno Busta P.,Dimitrov G.,11,5,2305,4950,6,3,7,6,,,,,,,2,0,Completed,2.2,1.66,2.1,1.65,,,2.16,1.79,2.25,1.8,2.12,1.73
24,Barcelona,Open Banco Sabadell ,4/27/18,ATP500,Outdoor,Clay,Quarterfinals,3,Nadal R.,Klizan M.,1,140,8770,396,6,0,7,5,,,,,,,2,0,Completed,1.02,15,1.02,10,,,1.06,13.3,1.06,17,1.03,13.27
24,Barcelona,Open Banco Sabadell ,4/27/18,ATP500,Outdoor,Clay,Quarterfinals,3,Goffin D.,Bautista Agut R.,10,15,2930,2175,6,7,6,2,6,2,,,,,2,1,Completed,1.66,2.2,1.62,2.15,,,1.72,2.28,1.73,2.31,1.67,2.2
24,Barcelona,Open Banco Sabadell ,4/28/18,ATP500,Outdoor,Clay,Semifinals,3,Tsitsipas S.,Carreno Busta P.,63,11,822,2305,7,5,6,3,,,,,,,2,0,Completed,2,1.8,1.95,1.75,,,2.01,1.92,2.16,2.02,2.02,1.81
24,Barcelona,Open Banco Sabadell ,4/28/18,ATP500,Outdoor,Clay,Semifinals,3,Nadal R.,Goffin D.,1,10,8770,2930,6,4,6,0,,,,,,,2,0,Completed,1.05,11,1.04,8.5,,,1.09,9.71,1.1,11.53,1.06,9.87
24,Barcelona,Open Banco Sabadell ,4/29/18,ATP500,Outdoor,Clay,The Final,3,Nadal R.,Tsitsipas S.,1,63,8770,822,6,2,6,1,,,,,,,2,0,Completed,1.04,13,1.02,10,,,1.06,13.84,1.06,16.45,1.04,11.71
25,Budapest,Gazprom Hungarian Open,4/23/18,ATP250,Outdoor,Clay,1st Round,3,Millman J.,Albot R.,94,97,645,626,6,4,7,5,,,,,,,2,0,Completed,1.83,1.83,1.9,1.8,,,1.99,1.9,2.06,1.92,1.98,1.83
25,Budapest,Gazprom Hungarian Open,4/23/18,ATP250,Outdoor,Clay,1st Round,3,Cecchinato M.,Basic M.,92,89,664,669,6,3,6,4,,,,,,,2,0,Completed,1.5,2.5,1.53,2.35,,,1.6,2.47,1.63,2.7,1.57,2.4
25,Budapest,Gazprom Hungarian Open,4/23/18,ATP250,Outdoor,Clay,1st Round,3,Sonego L.,Hurkacz H.,159,182,352,309,6,7,7,6,6,4,,,,,2,1,Completed,1.83,1.83,1.85,1.85,,,1.85,2.05,2,2.1,1.88,1.92
